a,replicate_number,gen,num_dd,num_dwt,num_d_alleles,d_fitness,outcome
0.0586,8,61,1,102,104,43.92,decrease
0.0586,8,62,1,80,82,34.68,decrease
0.0586,8,63,0,61,61,25.62,decrease
0.0586,8,64,0,45,45,18.9,decrease
0.0586,8,65,0,44,44,18.48,decrease
0.0586,8,66,0,43,43,18.06,decrease
0.0586,8,67,0,47,47,19.74,decrease
0.0586,8,68,0,26,26,10.92,decrease
0.0586,8,69,0,15,15,6.3,decrease
0.0586,8,70,0,21,21,8.82,decrease
0.0586,8,71,0,20,20,8.4,decrease
0.0586,8,72,0,16,16,6.72,decrease
0.0586,8,73,0,25,25,10.5,decrease
0.0586,8,74,0,30,30,12.6,decrease
0.0586,8,75,0,17,17,7.14,decrease
0.0586,8,76,0,19,19,7.98,decrease
0.0586,8,77,0,22,22,9.24,decrease
0.0586,8,78,0,18,18,7.56,decrease
0.0586,8,79,0,17,17,7.14,decrease
0.0586,8,80,0,12,12,5.04,decrease
0.0586,8,81,0,8,8,3.36,decrease
0.0586,8,82,0,5,5,2.1,decrease
0.0586,8,83,0,6,6,2.52,decrease
0.0586,8,84,0,3,3,1.26,decrease
0.0586,8,85,0,5,5,2.1,decrease
0.0586,8,86,0,3,3,1.26,decrease
0.0586,8,87,0,2,2,0.84,decrease
0.0586,8,88,0,2,2,0.84,decrease
0.0586,8,89,0,0,0,0,decrease
0.0586,9,0,1518,0,3036,1639.44,decrease
0.0586,9,1,1211,630,3052,1572.48,decrease
0.0586,9,2,1064,833,2961,1498.98,decrease
0.0586,9,3,949,1080,2978,1478.52,decrease
0.0586,9,4,914,1076,2904,1439.04,decrease
0.0586,9,5,848,1110,2806,1382.04,decrease
0.0586,9,6,860,1183,2903,1425.66,decrease
0.0586,9,7,820,1203,2843,1390.86,decrease
0.0586,9,8,811,1264,2886,1406.76,decrease
0.0586,9,9,751,1347,2849,1376.82,decrease
0.0586,9,10,789,1401,2979,1440.54,decrease
0.0586,9,11,777,1386,2940,1421.28,decrease
0.0586,9,12,684,1473,2841,1357.38,decrease
0.0586,9,13,645,1491,2781,1322.82,decrease
0.0586,9,14,646,1484,2776,1320.96,decrease
0.0586,9,15,537,1571,2645,1239.78,decrease
0.0586,9,16,551,1487,2589,1219.62,decrease
0.0586,9,17,507,1451,2465,1156.98,decrease
0.0586,9,18,485,1479,2449,1144.98,decrease
0.0586,9,19,488,1419,2395,1123.02,decrease
0.0586,9,20,449,1396,2294,1071.24,decrease
0.0586,9,21,391,1387,2169,1004.82,decrease
0.0586,9,22,375,1334,2084,965.28,decrease
0.0586,9,23,306,1315,1927,882.78,decrease
0.0586,9,24,274,1205,1753,802.02,decrease
0.0586,9,25,237,1250,1724,780.96,decrease
0.0586,9,26,247,1211,1705,775.38,decrease
0.0586,9,27,228,1176,1632,740.16,decrease
0.0586,9,28,183,1200,1566,701.64,decrease
0.0586,9,29,166,1076,1408,631.2,decrease
0.0586,9,30,118,1013,1249,552.9,decrease
0.0586,9,31,100,975,1175,517.5,decrease
0.0586,9,32,94,889,1077,474.9,decrease
0.0586,9,33,88,758,934,413.4,decrease
0.0586,9,34,47,705,799,346.86,decrease
0.0586,9,35,53,669,775,338.22,decrease
0.0586,9,36,40,613,693,300.66,decrease
0.0586,9,37,32,570,634,273.96,decrease
0.0586,9,38,23,517,563,241.98,decrease
0.0586,9,39,12,437,461,196.5,decrease
0.0586,9,40,6,365,377,159.78,decrease
0.0586,9,41,5,326,336,142.32,decrease
0.0586,9,42,1,284,286,120.36,decrease
0.0586,9,43,1,217,219,92.22,decrease
0.0586,9,44,1,171,173,72.9,decrease
0.0586,9,45,3,160,166,70.44,decrease
0.0586,9,46,1,118,120,50.64,decrease
0.0586,9,47,1,119,121,51.06,decrease
0.0586,9,48,1,88,90,38.04,decrease
0.0586,9,49,0,50,50,21,decrease
0.0586,9,50,0,28,28,11.76,decrease
0.0586,9,51,0,18,18,7.56,decrease
0.0586,9,52,0,8,8,3.36,decrease
0.0586,9,53,0,8,8,3.36,decrease
0.0586,9,54,0,8,8,3.36,decrease
0.0586,9,55,0,6,6,2.52,decrease
0.0586,9,56,0,3,3,1.26,decrease
0.0586,9,57,0,5,5,2.1,decrease
0.0586,9,58,0,5,5,2.1,decrease
0.0586,9,59,0,2,2,0.84,decrease
0.0586,9,60,0,1,1,0.42,decrease
0.0586,9,61,0,1,1,0.42,decrease
0.0586,9,62,0,0,0,0,decrease
0.0586,10,0,1523,0,3046,1644.84,decrease
0.0586,10,1,1265,565,3095,1603.5,decrease
0.0586,10,2,1112,852,3076,1558.8,decrease
0.0586,10,3,1059,1077,3195,1596.06,decrease
0.0586,10,4,962,1145,3069,1519.86,decrease
0.0586,10,5,932,1292,3156,1549.2,decrease
0.0586,10,6,872,1311,3055,1492.38,decrease
0.0586,10,7,847,1372,3066,1491,decrease
0.0586,10,8,821,1353,2995,1454.94,decrease
0.0586,10,9,813,1413,3039,1471.5,decrease
0.0586,10,10,729,1452,2910,1397.16,decrease
0.0586,10,11,741,1398,2880,1387.44,decrease
0.0586,10,12,642,1457,2741,1305.3,decrease
0.0586,10,13,674,1553,2901,1380.18,decrease
0.0586,10,14,692,1506,2890,1379.88,decrease
0.0586,10,15,652,1550,2854,1355.16,decrease
0.0586,10,16,609,1505,2723,1289.82,decrease
0.0586,10,17,629,1457,2715,1291.26,decrease
0.0586,10,18,635,1434,2704,1288.08,decrease
0.0586,10,19,581,1488,2650,1252.44,decrease
0.0586,10,20,536,1451,2523,1188.3,decrease
0.0586,10,21,494,1491,2479,1159.74,decrease
0.0586,10,22,572,1488,2632,1242.72,decrease
0.0586,10,23,530,1513,2573,1207.86,decrease
0.0586,10,24,529,1417,2475,1166.46,decrease
0.0586,10,25,510,1453,2473,1161.06,decrease
0.0586,10,26,393,1536,2322,1069.56,decrease
0.0586,10,27,411,1593,2415,1112.94,decrease
0.0586,10,28,357,1461,2175,999.18,decrease
0.0586,10,29,309,1469,2087,950.7,decrease
0.0586,10,30,324,1458,2106,962.28,decrease
0.0586,10,31,279,1317,1875,854.46,decrease
0.0586,10,32,283,1237,1803,825.18,decrease
0.0586,10,33,250,1274,1774,805.08,decrease
0.0586,10,34,206,1182,1594,718.92,decrease
0.0586,10,35,181,1141,1503,674.7,decrease
0.0586,10,36,170,1126,1466,656.52,decrease
0.0586,10,37,152,1053,1357,606.42,decrease
0.0586,10,38,119,972,1210,536.76,decrease
0.0586,10,39,100,866,1066,471.72,decrease
0.0586,10,40,67,761,895,391.98,decrease
0.0586,10,41,56,693,805,351.54,decrease
0.0586,10,42,44,607,695,302.46,decrease
0.0586,10,43,44,503,591,258.78,decrease
0.0586,10,44,19,523,561,240.18,decrease
0.0586,10,45,16,423,455,194.94,decrease
0.0586,10,46,17,399,433,185.94,decrease
0.0586,10,47,8,300,316,134.64,decrease
0.0586,10,48,19,262,300,130.56,decrease
0.0586,10,49,7,233,247,105.42,decrease
0.0586,10,50,3,214,220,93.12,decrease
0.0586,10,51,2,185,189,79.86,decrease
0.0586,10,52,3,150,156,66.24,decrease
0.0586,10,53,6,128,140,60.24,decrease
0.0586,10,54,1,98,100,42.24,decrease
0.0586,10,55,1,79,81,34.26,decrease
0.0586,10,56,3,59,65,28.02,decrease
0.0586,10,57,0,47,47,19.74,decrease
0.0586,10,58,0,36,36,15.12,decrease
0.0586,10,59,1,30,32,13.68,decrease
0.0586,10,60,0,27,27,11.34,decrease
0.0586,10,61,0,23,23,9.66,decrease
0.0586,10,62,0,15,15,6.3,decrease
0.0586,10,63,0,13,13,5.46,decrease
0.0586,10,64,0,9,9,3.78,decrease
0.0586,10,65,0,3,3,1.26,decrease
0.0586,10,66,0,0,0,0,decrease
0.0586,11,0,1477,0,2954,1595.16,decrease
0.0586,11,1,1077,675,2829,1446.66,decrease
0.0586,11,2,966,927,2859,1432.62,decrease
0.0586,11,3,945,1037,2927,1456.14,decrease
0.0586,11,4,948,1079,2975,1477.02,decrease
0.0586,11,5,899,1121,2919,1441.74,decrease
0.0586,11,6,871,1225,2967,1455.18,decrease
0.0586,11,7,824,1234,2882,1408.2,decrease
0.0586,11,8,816,1266,2898,1413,decrease
0.0586,11,9,777,1315,2869,1391.46,decrease
0.0586,11,10,718,1347,2783,1341.18,decrease
0.0586,11,11,637,1366,2640,1261.68,decrease
0.0586,11,12,620,1346,2586,1234.92,decrease
0.0586,11,13,607,1447,2661,1263.3,decrease
0.0586,11,14,545,1428,2518,1188.36,decrease
0.0586,11,15,511,1435,2457,1154.58,decrease
0.0586,11,16,504,1409,2417,1136.1,decrease
0.0586,11,17,513,1443,2469,1160.1,decrease
0.0586,11,18,466,1444,2376,1109.76,decrease
0.0586,11,19,419,1418,2256,1048.08,decrease
0.0586,11,20,364,1392,2120,977.76,decrease
0.0586,11,21,366,1397,2129,982.02,decrease
0.0586,11,22,290,1372,1952,889.44,decrease
0.0586,11,23,253,1337,1843,834.78,decrease
0.0586,11,24,263,1244,1770,806.52,decrease
0.0586,11,25,219,1217,1655,747.66,decrease
0.0586,11,26,188,1212,1588,712.08,decrease
0.0586,11,27,205,1109,1519,687.18,decrease
0.0586,11,28,172,1030,1374,618.36,decrease
0.0586,11,29,139,1036,1314,585.24,decrease
0.0586,11,30,115,994,1224,541.68,decrease
0.0586,11,31,79,870,1028,450.72,decrease
0.0586,11,32,75,810,960,421.2,decrease
0.0586,11,33,39,742,820,353.76,decrease
0.0586,11,34,35,626,696,300.72,decrease
0.0586,11,35,20,546,586,250.92,decrease
0.0586,11,36,14,491,519,221.34,decrease
0.0586,11,37,19,358,396,170.88,decrease
0.0586,11,38,8,354,370,157.32,decrease
0.0586,11,39,9,315,333,142.02,decrease
0.0586,11,40,2,274,278,117.24,decrease
0.0586,11,41,4,227,235,99.66,decrease
0.0586,11,42,3,256,262,110.76,decrease
0.0586,11,43,5,240,250,106.2,decrease
0.0586,11,44,3,197,203,85.98,decrease
0.0586,11,45,2,161,165,69.78,decrease
0.0586,11,46,0,127,127,53.34,decrease
0.0586,11,47,1,119,121,51.06,decrease
0.0586,11,48,0,102,102,42.84,decrease
0.0586,11,49,3,77,83,35.58,decrease
0.0586,11,50,0,65,65,27.3,decrease
0.0586,11,51,0,55,55,23.1,decrease
0.0586,11,52,0,55,55,23.1,decrease
0.0586,11,53,0,51,51,21.42,decrease
0.0586,11,54,0,45,45,18.9,decrease
0.0586,11,55,1,37,39,16.62,decrease
0.0586,11,56,0,35,35,14.7,decrease
0.0586,11,57,0,23,23,9.66,decrease
0.0586,11,58,0,18,18,7.56,decrease
0.0586,11,59,0,5,5,2.1,decrease
0.0586,11,60,0,3,3,1.26,decrease
0.0586,11,61,0,2,2,0.84,decrease
0.0586,11,62,0,4,4,1.68,decrease
0.0586,11,63,0,9,9,3.78,decrease
0.0586,11,64,0,4,4,1.68,decrease
0.0586,11,65,0,2,2,0.84,decrease
0.0586,11,66,0,0,0,0,decrease
0.0586,12,0,1507,0,3014,1627.56,decrease
0.0586,12,1,1178,615,2971,1530.54,decrease
0.0586,12,2,1020,818,2858,1445.16,decrease
0.0586,12,3,1008,912,2928,1471.68,decrease
0.0586,12,4,885,1061,2831,1401.42,decrease
0.0586,12,5,861,1135,2857,1406.58,decrease
0.0586,12,6,773,1224,2770,1348.92,decrease
0.0586,12,7,638,1330,2606,1247.64,decrease
0.0586,12,8,627,1321,2575,1231.98,decrease
0.0586,12,9,636,1245,2517,1209.78,decrease
0.0586,12,10,614,1359,2587,1233.9,decrease
0.0586,12,11,567,1333,2467,1172.22,decrease
0.0586,12,12,496,1338,2330,1097.64,decrease
0.0586,12,13,456,1315,2227,1044.78,decrease
0.0586,12,14,444,1179,2067,974.7,decrease
0.0586,12,15,373,1254,2000,929.52,decrease
0.0586,12,16,356,1268,1980,917.04,decrease
0.0586,12,17,376,1255,2007,933.18,decrease
0.0586,12,18,303,1284,1890,866.52,decrease
0.0586,12,19,326,1158,1810,838.44,decrease
0.0586,12,20,258,1184,1700,775.92,decrease
0.0586,12,21,234,1147,1615,734.46,decrease
0.0586,12,22,157,1121,1435,640.38,decrease
0.0586,12,23,156,1024,1336,598.56,decrease
0.0586,12,24,155,1008,1318,590.76,decrease
0.0586,12,25,144,968,1256,562.08,decrease
0.0586,12,26,103,993,1199,528.3,decrease
0.0586,12,27,71,870,1012,442.08,decrease
0.0586,12,28,74,813,961,421.38,decrease
0.0586,12,29,57,791,905,393.78,decrease
0.0586,12,30,49,652,750,326.76,decrease
0.0586,12,31,40,596,676,293.52,decrease
0.0586,12,32,17,524,558,238.44,decrease
0.0586,12,33,25,395,445,192.9,decrease
0.0586,12,34,11,348,370,158.04,decrease
0.0586,12,35,5,279,289,122.58,decrease
0.0586,12,36,5,246,256,108.72,decrease
0.0586,12,37,3,200,206,87.24,decrease
0.0586,12,38,3,155,161,68.34,decrease
0.0586,12,39,3,146,152,64.56,decrease
0.0586,12,40,1,131,133,56.1,decrease
0.0586,12,41,3,98,104,44.4,decrease
0.0586,12,42,0,72,72,30.24,decrease
0.0586,12,43,0,48,48,20.16,decrease
0.0586,12,44,0,43,43,18.06,decrease
0.0586,12,45,1,26,28,12,decrease
0.0586,12,46,0,29,29,12.18,decrease
0.0586,12,47,0,28,28,11.76,decrease
0.0586,12,48,0,23,23,9.66,decrease
0.0586,12,49,0,18,18,7.56,decrease
0.0586,12,50,0,16,16,6.72,decrease
0.0586,12,51,0,10,10,4.2,decrease
0.0586,12,52,0,8,8,3.36,decrease
0.0586,12,53,0,5,5,2.1,decrease
0.0586,12,54,0,4,4,1.68,decrease
0.0586,12,55,0,6,6,2.52,decrease
0.0586,12,56,0,3,3,1.26,decrease
0.0586,12,57,0,5,5,2.1,decrease
0.0586,12,58,0,5,5,2.1,decrease
0.0586,12,59,0,3,3,1.26,decrease
0.0586,12,60,0,1,1,0.42,decrease
0.0586,12,61,0,1,1,0.42,decrease
0.0586,12,62,0,0,0,0,decrease
0.0586,13,0,1544,0,3088,1667.52,decrease
0.0586,13,1,1251,679,3181,1636.26,decrease
0.0586,13,2,1083,884,3050,1540.92,decrease
0.0586,13,3,971,913,2855,1432.14,decrease
0.0586,13,4,903,1102,2908,1438.08,decrease
0.0586,13,5,845,1140,2830,1391.4,decrease
0.0586,13,6,800,1260,2860,1393.2,decrease
0.0586,13,7,905,1311,3121,1528.02,decrease
0.0586,13,8,791,1414,2996,1448.16,decrease
0.0586,13,9,719,1443,2881,1382.58,decrease
0.0586,13,10,653,1445,2751,1312.14,decrease
0.0586,13,11,602,1456,2660,1261.68,decrease
0.0586,13,12,545,1414,2504,1182.48,decrease
0.0586,13,13,526,1439,2491,1172.46,decrease
0.0586,13,14,507,1414,2428,1141.44,decrease
0.0586,13,15,535,1453,2523,1188.06,decrease
0.0586,13,16,477,1526,2480,1156.08,decrease
0.0586,13,17,445,1411,2301,1073.22,decrease
0.0586,13,18,394,1362,2150,997.56,decrease
0.0586,13,19,378,1443,2199,1014.3,decrease
0.0586,13,20,293,1386,1972,898.56,decrease
0.0586,13,21,276,1261,1813,827.7,decrease
0.0586,13,22,268,1154,1690,774.12,decrease
0.0586,13,23,209,1196,1614,728.04,decrease
0.0586,13,24,201,1101,1503,679.5,decrease
0.0586,13,25,181,1108,1470,660.84,decrease
0.0586,13,26,171,1045,1387,623.58,decrease
0.0586,13,27,136,1001,1273,567.3,decrease
0.0586,13,28,112,906,1130,501.48,decrease
0.0586,13,29,122,817,1061,474.9,decrease
0.0586,13,30,84,855,1023,449.82,decrease
0.0586,13,31,75,825,975,427.5,decrease
0.0586,13,32,38,718,794,342.6,decrease
0.0586,13,33,46,613,705,307.14,decrease
0.0586,13,34,17,528,562,240.12,decrease
0.0586,13,35,16,472,504,215.52,decrease
0.0586,13,36,16,384,416,178.56,decrease
0.0586,13,37,3,351,357,150.66,decrease
0.0586,13,38,9,283,301,128.58,decrease
0.0586,13,39,3,241,247,104.46,decrease
0.0586,13,40,4,217,225,95.46,decrease
0.0586,13,41,1,178,180,75.84,decrease
0.0586,13,42,4,142,150,63.96,decrease
0.0586,13,43,0,135,135,56.7,decrease
0.0586,13,44,1,121,123,51.9,decrease
0.0586,13,45,0,103,103,43.26,decrease
0.0586,13,46,0,82,82,34.44,decrease
0.0586,13,47,0,69,69,28.98,decrease
0.0586,13,48,0,65,65,27.3,decrease
0.0586,13,49,0,59,59,24.78,decrease
0.0586,13,50,0,33,33,13.86,decrease
0.0586,13,51,0,14,14,5.88,decrease
0.0586,13,52,0,12,12,5.04,decrease
0.0586,13,53,0,3,3,1.26,decrease
0.0586,13,54,0,1,1,0.42,decrease
0.0586,13,55,0,0,0,0,decrease
0.0586,14,0,1448,0,2896,1563.84,decrease
0.0586,14,1,1164,608,2936,1512.48,decrease
0.0586,14,2,960,926,2846,1425.72,decrease
0.0586,14,3,868,1054,2790,1380.12,decrease
0.0586,14,4,796,1118,2710,1329.24,decrease
0.0586,14,5,732,1162,2626,1278.6,decrease
0.0586,14,6,769,1249,2787,1355.1,decrease
0.0586,14,7,751,1231,2733,1328.1,decrease
0.0586,14,8,728,1307,2763,1335.18,decrease
0.0586,14,9,717,1366,2800,1348.08,decrease
0.0586,14,10,741,1370,2852,1375.68,decrease
0.0586,14,11,715,1311,2741,1322.82,decrease
0.0586,14,12,718,1355,2791,1344.54,decrease
0.0586,14,13,697,1439,2833,1357.14,decrease
0.0586,14,14,651,1350,2652,1270.08,decrease
0.0586,14,15,583,1405,2571,1219.74,decrease
0.0586,14,16,555,1439,2549,1203.78,decrease
0.0586,14,17,536,1464,2536,1193.76,decrease
0.0586,14,18,519,1396,2434,1146.84,decrease
0.0586,14,19,492,1451,2435,1140.78,decrease
0.0586,14,20,488,1448,2424,1135.2,decrease
0.0586,14,21,430,1419,2279,1060.38,decrease
0.0586,14,22,368,1382,2118,977.88,decrease
0.0586,14,23,317,1325,1959,898.86,decrease
0.0586,14,24,253,1201,1707,777.66,decrease
0.0586,14,25,223,1215,1661,751.14,decrease
0.0586,14,26,197,1162,1556,700.8,decrease
0.0586,14,27,184,1031,1399,631.74,decrease
0.0586,14,28,157,994,1308,587.04,decrease
0.0586,14,29,116,923,1155,512.94,decrease
0.0586,14,30,99,866,1064,470.64,decrease
0.0586,14,31,67,841,975,425.58,decrease
0.0586,14,32,75,719,869,382.98,decrease
0.0586,14,33,44,683,771,334.38,decrease
0.0586,14,34,24,568,616,264.48,decrease
0.0586,14,35,27,471,525,226.98,decrease
0.0586,14,36,14,443,471,201.18,decrease
0.0586,14,37,16,417,449,192.42,decrease
0.0586,14,38,5,368,378,159.96,decrease
0.0586,14,39,10,278,298,127.56,decrease
0.0586,14,40,5,318,328,138.96,decrease
0.0586,14,41,4,270,278,117.72,decrease
0.0586,14,42,1,227,229,96.42,decrease
0.0586,14,43,6,166,178,76.2,decrease
0.0586,14,44,0,174,174,73.08,decrease
0.0586,14,45,0,143,143,60.06,decrease
0.0586,14,46,0,122,122,51.24,decrease
0.0586,14,47,2,91,95,40.38,decrease
0.0586,14,48,1,67,69,29.22,decrease
0.0586,14,49,0,59,59,24.78,decrease
0.0586,14,50,0,36,36,15.12,decrease
0.0586,14,51,0,21,21,8.82,decrease
0.0586,14,52,0,7,7,2.94,decrease
0.0586,14,53,0,7,7,2.94,decrease
0.0586,14,54,0,5,5,2.1,decrease
0.0586,14,55,0,3,3,1.26,decrease
0.0586,14,56,0,2,2,0.84,decrease
0.0586,14,57,0,2,2,0.84,decrease
0.0586,14,58,0,1,1,0.42,decrease
0.0586,14,59,0,1,1,0.42,decrease
0.0586,14,60,0,0,0,0,decrease
0.0586,15,0,1715,0,3430,1852.2,decrease
0.0586,15,1,1338,675,3351,1728.54,decrease
0.0586,15,2,1175,924,3274,1657.08,decrease
0.0586,15,3,1192,1007,3391,1710.3,decrease
0.0586,15,4,1121,1178,3420,1705.44,decrease
0.0586,15,5,1097,1219,3413,1696.74,decrease
0.0586,15,6,983,1278,3244,1598.4,decrease
0.0586,15,7,973,1332,3278,1610.28,decrease
0.0586,15,8,993,1344,3330,1636.92,decrease
0.0586,15,9,989,1433,3411,1669.98,decrease
0.0586,15,10,1008,1421,3437,1685.46,decrease
0.0586,15,11,925,1535,3385,1643.7,decrease
0.0586,15,12,871,1484,3226,1563.96,decrease
0.0586,15,13,904,1537,3345,1621.86,decrease
0.0586,15,14,878,1560,3316,1603.44,decrease
0.0586,15,15,893,1630,3416,1649.04,decrease
0.0586,15,16,823,1642,3288,1578.48,decrease
0.0586,15,17,874,1632,3380,1629.36,decrease
0.0586,15,18,888,1639,3415,1647.42,decrease
0.0586,15,19,718,1767,3203,1517.58,decrease
0.0586,15,20,751,1667,3169,1511.22,decrease
0.0586,15,21,715,1696,3126,1484.52,decrease
0.0586,15,22,643,1705,2991,1410.54,decrease
0.0586,15,23,642,1618,2902,1372.92,decrease
0.0586,15,24,588,1622,2798,1316.28,decrease
0.0586,15,25,546,1501,2593,1220.1,decrease
0.0586,15,26,554,1526,2634,1239.24,decrease
0.0586,15,27,567,1501,2635,1242.78,decrease
0.0586,15,28,555,1415,2525,1193.7,decrease
0.0586,15,29,511,1478,2500,1172.64,decrease
0.0586,15,30,482,1509,2473,1154.34,decrease
0.0586,15,31,406,1515,2327,1074.78,decrease
0.0586,15,32,377,1392,2146,991.8,decrease
0.0586,15,33,306,1357,1969,900.42,decrease
0.0586,15,34,278,1333,1889,860.1,decrease
0.0586,15,35,267,1262,1796,818.4,decrease
0.0586,15,36,208,1263,1679,755.1,decrease
0.0586,15,37,177,1140,1494,669.96,decrease
0.0586,15,38,139,1038,1316,586.08,decrease
0.0586,15,39,104,1019,1227,540.3,decrease
0.0586,15,40,99,901,1099,485.34,decrease
0.0586,15,41,76,821,973,426.9,decrease
0.0586,15,42,66,721,853,374.1,decrease
0.0586,15,43,60,658,778,341.16,decrease
0.0586,15,44,34,619,687,296.7,decrease
0.0586,15,45,25,534,584,251.28,decrease
0.0586,15,46,30,466,526,228.12,decrease
0.0586,15,47,11,440,462,196.68,decrease
0.0586,15,48,17,320,354,152.76,decrease
0.0586,15,49,7,293,307,130.62,decrease
0.0586,15,50,3,231,237,100.26,decrease
0.0586,15,51,6,172,184,78.72,decrease
0.0586,15,52,4,147,155,66.06,decrease
0.0586,15,53,2,123,127,53.82,decrease
0.0586,15,54,2,114,118,50.04,decrease
0.0586,15,55,0,106,106,44.52,decrease
0.0586,15,56,1,97,99,41.82,decrease
0.0586,15,57,1,107,109,46.02,decrease
0.0586,15,58,0,71,71,29.82,decrease
0.0586,15,59,1,39,41,17.46,decrease
0.0586,15,60,0,36,36,15.12,decrease
0.0586,15,61,0,25,25,10.5,decrease
0.0586,15,62,0,19,19,7.98,decrease
0.0586,15,63,0,9,9,3.78,decrease
0.0586,15,64,0,6,6,2.52,decrease
0.0586,15,65,0,6,6,2.52,decrease
0.0586,15,66,0,1,1,0.42,decrease
0.0586,15,67,0,0,0,0,decrease
0.0586,16,0,1482,0,2964,1600.56,decrease
0.0586,16,1,1199,670,3068,1576.32,decrease
0.0586,16,2,1044,980,3068,1539.12,decrease
0.0586,16,3,961,1137,3059,1515.42,decrease
0.0586,16,4,873,1132,2878,1418.28,decrease
0.0586,16,5,779,1192,2750,1341.96,decrease
0.0586,16,6,796,1145,2737,1340.58,decrease
0.0586,16,7,791,1208,2790,1361.64,decrease
0.0586,16,8,697,1286,2680,1292.88,decrease
0.0586,16,9,625,1342,2592,1238.64,decrease
0.0586,16,10,592,1406,2590,1229.88,decrease
0.0586,16,11,564,1428,2556,1208.88,decrease
0.0586,16,12,538,1339,2415,1143.42,decrease
0.0586,16,13,523,1315,2361,1117.14,decrease
0.0586,16,14,492,1339,2323,1093.74,decrease
0.0586,16,15,442,1393,2277,1062.42,decrease
0.0586,16,16,447,1342,2236,1046.4,decrease
0.0586,16,17,431,1330,2192,1024.08,decrease
0.0586,16,18,406,1311,2123,989.1,decrease
0.0586,16,19,390,1351,2131,988.62,decrease
0.0586,16,20,327,1378,2032,931.92,decrease
0.0586,16,21,286,1299,1871,854.46,decrease
0.0586,16,22,242,1175,1659,754.86,decrease
0.0586,16,23,202,1043,1447,656.22,decrease
0.0586,16,24,156,1066,1378,616.2,decrease
0.0586,16,25,145,1025,1315,587.1,decrease
0.0586,16,26,143,1008,1294,577.8,decrease
0.0586,16,27,115,1013,1243,549.66,decrease
0.0586,16,28,69,960,1098,477.72,decrease
0.0586,16,29,101,858,1060,469.44,decrease
0.0586,16,30,68,830,966,422.04,decrease
0.0586,16,31,58,764,880,383.52,decrease
0.0586,16,32,64,672,800,351.36,decrease
0.0586,16,33,40,603,683,296.46,decrease
0.0586,16,34,35,568,638,276.36,decrease
0.0586,16,35,20,484,524,224.88,decrease
0.0586,16,36,24,439,487,210.3,decrease
0.0586,16,37,18,421,457,196.26,decrease
0.0586,16,38,14,333,361,154.98,decrease
0.0586,16,39,11,324,346,147.96,decrease
0.0586,16,40,13,300,326,140.04,decrease
0.0586,16,41,6,255,267,113.58,decrease
0.0586,16,42,4,239,247,104.7,decrease
0.0586,16,43,6,194,206,87.96,decrease
0.0586,16,44,4,143,151,64.38,decrease
0.0586,16,45,1,135,137,57.78,decrease
0.0586,16,46,0,118,118,49.56,decrease
0.0586,16,47,3,88,94,40.2,decrease
0.0586,16,48,3,86,92,39.36,decrease
0.0586,16,49,0,71,71,29.82,decrease
0.0586,16,50,0,66,66,27.72,decrease
0.0586,16,51,0,49,49,20.58,decrease
0.0586,16,52,0,32,32,13.44,decrease
0.0586,16,53,0,32,32,13.44,decrease
0.0586,16,54,0,45,45,18.9,decrease
0.0586,16,55,0,35,35,14.7,decrease
0.0586,16,56,0,33,33,13.86,decrease
0.0586,16,57,0,30,30,12.6,decrease
0.0586,16,58,0,15,15,6.3,decrease
0.0586,16,59,0,16,16,6.72,decrease
0.0586,16,60,0,12,12,5.04,decrease
0.0586,16,61,0,8,8,3.36,decrease
0.0586,16,62,0,5,5,2.1,decrease
0.0586,16,63,0,2,2,0.84,decrease
0.0586,16,64,0,3,3,1.26,decrease
0.0586,16,65,0,4,4,1.68,decrease
0.0586,16,66,0,0,0,0,decrease
0.0586,17,0,1485,0,2970,1603.8,decrease
0.0586,17,1,1279,636,3194,1648.44,decrease
0.0586,17,2,1132,868,3132,1587.12,decrease
0.0586,17,3,1115,924,3154,1592.28,decrease
0.0586,17,4,1085,1089,3259,1629.18,decrease
0.0586,17,5,1070,1179,3319,1650.78,decrease
0.0586,17,6,1080,1212,3372,1675.44,decrease
0.0586,17,7,1096,1308,3500,1733.04,decrease
0.0586,17,8,1078,1417,3573,1759.38,decrease
0.0586,17,9,1026,1346,3398,1673.4,decrease
0.0586,17,10,1002,1377,3381,1660.5,decrease
0.0586,17,11,1032,1383,3447,1695.42,decrease
0.0586,17,12,944,1494,3382,1647,decrease
0.0586,17,13,876,1471,3223,1563.9,decrease
0.0586,17,14,802,1439,3043,1470.54,decrease
0.0586,17,15,812,1515,3139,1513.26,decrease
0.0586,17,16,779,1517,3075,1478.46,decrease
0.0586,17,17,769,1505,3043,1462.62,decrease
0.0586,17,18,738,1497,2973,1425.78,decrease
0.0586,17,19,746,1472,2964,1423.92,decrease
0.0586,17,20,687,1491,2865,1368.18,decrease
0.0586,17,21,690,1552,2932,1397.04,decrease
0.0586,17,22,644,1668,2956,1396.08,decrease
0.0586,17,23,609,1562,2780,1313.76,decrease
0.0586,17,24,594,1571,2759,1301.34,decrease
0.0586,17,25,548,1628,2724,1275.6,decrease
0.0586,17,26,584,1502,2670,1261.56,decrease
0.0586,17,27,488,1503,2479,1158.3,decrease
